round,total_inner,outer_iter,conv_iter,diverge_iter,c_final,maxD_final,time_ms,L,f,f_a,f_b,final_G_norm,final_d_norm
1,252,7,7,-1,20480,0.3555614014,54.323049,329.8554118,326.416429,370.8911385,281.9417194,0.09101206431,0.09101206431
2,266,8,8,-1,20480,0.3584004215,56.921748,134.7224742,131.7672499,187.6207198,75.91377986,0.09729678273,0.09729678273
