Pt,round,idx_in,D_in,idx_out,D_out,Ain1,Ain2,Ain3,Ain4,Ain5,Ain6,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Aout1,Aout2,Aout3,Aout4,Aout5,Aout6,Bout1,Bout2,Bout3,Bout4,Bout5,Bout6
Head,1,44,0.2645935107,44,0.2645935107,11.83817018,-15.02709743,9.745289715,-1.741218739e-06,5.39966186,3.847413772e-05,11.97067162,-23.43611754,-6.999673606,-4.093803196e-05,29.69089509,-0.0004943896283,11.83817018,-15.02709743,9.745289715,-1.741218739e-06,5.39966186,3.847413772e-05,11.97067162,-23.43611754,-6.999673606,-4.093803196e-05,29.69089509,-0.0004943896283
q1,1,53,0.6559188629,58,0.3494001745,5.489501305,-15.02709743,9.745289715,-1.741218739e-06,5.399669205,3.25978173e-05,5.549329866,-23.43611754,-6.999677279,-4.456539282e-05,29.69089509,-0.0004943896283,9.52696249,-15.07050346,7.271125565,-0.01553891313,5.466033451,-0.01150206269,7.471033816,-19.96501524,-5.381905937,0.02879884598,29.53229085,-0.01202934404
peak,1,60,0.927234588,73,0.3555614014,0.3678002173,-15.02709743,9.745289715,-1.741218739e-06,5.399675131,2.785717681e-05,0.3690009379,-23.43611754,-6.999680242,-4.749171619e-05,29.69089509,-0.0004943896283,7.480885984,-14.84247137,4.373666651,-0.0244454011,5.563111785,-0.01500299767,3.06849385,-15.73398001,-3.408521843,0.06529984972,29.35113253,-0.01552478477
q3,1,68,0.6557738939,113,0.3511745656,-5.489592444,-15.02709743,9.745289715,-1.741218739e-06,5.399681908,2.243558107e-05,-5.555440986,-23.43611754,-6.99968363,-5.08383826e-05,29.69089509,-0.0004943896283,-9.176782597,-14.04673034,5.897609704,0.01482001024,5.373979472,-0.01151318909,-6.418136045,-18.51419218,-4.93194643,-0.01178945559,29.48740373,-0.01202934404
Tail,1,78,0.2725568025,133,0.2725568025,-12.51586404,-15.02709743,9.745289715,-1.741218739e-06,5.399690037,1.593207235e-05,-12.66214194,-23.43611754,-6.999687695,-5.4852897e-05,29.69089509,-0.0004943896283,-12.51586404,-15.02709743,9.745289715,-1.741218739e-06,5.399690037,1.593207235e-05,-12.66214194,-23.43611754,-6.999687695,-5.4852897e-05,29.69089509,-0.0004943896283
Head,2,67,0.3461054984,67,0.3461054984,8.650636944,-14.98659048,5.340405099,-0.02391773118,5.534782648,-0.01491779589,4.7427684,-17.13826237,-4.053752878,0.05536752979,29.40932821,-0.01544147961,8.650636944,-14.98659048,5.340405099,-0.02391773118,5.534782648,-0.01491779589,4.7427684,-17.13826237,-4.053752878,0.05536752979,29.40932821,-0.01544147961
q1,2,81,0.4103949199,82,0.3519363698,4.703467471,-14.54783564,3.525063182,-0.01846580609,5.558012247,-0.01548791164,1.07997137,-14.62835111,-2.948311992,0.06186068992,29.30816811,-0.0160080108,5.032703903,-12.35788798,1.320789812,-0.03106769356,5.190090412,-0.02588301795,1.970361228,-13.88021263,-2.934109917,0.03781184274,29.30273396,-0.02640428397
peak,2,92,0.4670842624,102,0.3584004215,-0.5275881852,-14.10556096,3.241815938,-0.00330229255,5.495604543,-0.01639724211,-1.392460354,-14.51596711,-3.009701072,0.03603915917,29.31036104,-0.01691604246,-4.046768183,-11.17451956,-0.3808286983,0.002737841371,4.925618501,-0.02846677191,-1.60740221,-13.3539229,-2.90638526,0.004331442262,29.30310227,-0.02898597029
q3,2,104,0.4116875536,116,0.3499750937,-6.228083529,-13.86207224,4.212826724,0.01185623993,5.410273314,-0.01535412995,-4.109140945,-16.15262317,-3.857484644,0.002069926327,29.38597888,-0.01587176431,-7.747023348,-12.62153049,3.090114248,0.008389405805,5.151987854,-0.02317138482,-4.673645707,-16.2756149,-4.086607269,-0.01125451189,29.40548846,-0.02368863496
Tail,2,117,0.3382760902,130,0.3382760902,-9.884650956,-14.26186325,6.897815454,0.01250315465,5.372881971,-0.008721174186,-7.564537221,-19.82748835,-5.49712646,-0.01184313012,29.54230968,-0.009236360818,-9.884650956,-14.26186325,6.897815454,0.01250315465,5.372881971,-0.008721174186,-7.564537221,-19.82748835,-5.49712646,-0.01184313012,29.54230968,-0.009236360818
