round,total_inner,outer_iter,conv_iter,diverge_iter,c_final,maxD_final,time_ms,L,f,f_a,f_b,final_G_norm,final_d_norm
1,82,10,10,-1,640,0.4076000535,20.702121,158.9400728,157.2945686,118.2202117,508.96378,0.06301069051,0.06666171237
