Pt,round,idx_in,D_in,idx_out,D_out,Ain1,Ain2,Ain3,Ain4,Ain5,Ain6,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Aout1,Aout2,Aout3,Aout4,Aout5,Aout6,Bout1,Bout2,Bout3,Bout4,Bout5,Bout6
Head,1,41,0.2959644881,41,0.2959644881,-13.8491983,-21.82912224,18.26500177,-0.0006799101079,3.56408518,0.0006738772953,-14.00332917,-38.96411496,-6.949009463,-0.0002341983322,45.91309204,0.0001245051424,-13.8491983,-21.82912224,18.26500177,-0.0006799101079,3.56408518,0.0006738772953,-14.00332917,-38.96411496,-6.949009463,-0.0002341983322,45.91309204,0.0001245051424
q1,1,51,0.6949549033,57,0.4242995155,-6.931599943,-21.82913543,18.26501543,-0.0006799101079,3.564093184,0.0006802803398,-7.008863539,-38.96418859,-6.949033475,-0.0002341983322,45.91314807,0.0001309081868,-11.30262766,-23.15246445,15.93483744,0.002269538066,3.218042085,-0.0108548269,-9.970167448,-33.41795621,-6.450012407,-0.05681184251,45.83621427,-0.01140419906
peak,1,61,0.9855127282,75,0.5188138943,0.3678900452,-21.82914935,18.26502985,-0.0006799101079,3.56410163,0.0006870368695,0.3717372374,-38.96426629,-6.949058812,-0.0002341983322,45.91320719,0.0001376647165,-8.692982194,-24.8570833,13.10453973,0.01275001614,2.803812937,-0.01434406328,-5.996222961,-26.68728426,-5.748704677,-0.1116061666,45.74499015,-0.01489343543
q3,1,69,0.6770866565,122,0.4671420176,6.21230593,-21.8291605,18.26504139,-0.0006799101079,3.564108392,0.0006924465584,6.281095355,-38.96432851,-6.949079098,-0.0002341983322,45.91325452,0.0001430744053,8.36099975,-24.07301552,14.39654319,-0.02511649684,3.003145003,-0.01084262969,9.600585649,-30.0536851,-6.13085271,0.01337199992,45.79962857,-0.01139200184
Tail,1,78,0.2946809402,145,0.2946809402,12.51562825,-21.82917252,18.26505383,-0.0006799101079,3.564115685,0.0006982810187,12.65445921,-38.9643956,-6.949100977,-0.0002341983322,45.91330557,0.0001489088656,12.51562825,-21.82917252,18.26505383,-0.0006799101079,3.564115685,0.0006982810187,12.65445921,-38.9643956,-6.949100977,-0.0002341983322,45.91330557,0.0001489088656
Head,2,44,0.336552807,44,0.336552807,-13.01931617,-21.89850734,18.14074387,-0.0006585556541,3.545575382,-6.439384036e-05,-13.08283483,-38.66876095,-6.923651699,-0.003260963752,45.90899235,-0.0006137659931,-13.01931617,-21.89850734,18.14074387,-0.0006585556541,3.545575382,-6.439384036e-05,-13.08283483,-38.66876095,-6.923651699,-0.003260963752,45.90899235,-0.0006137659931
q1,2,79,0.5671872669,79,0.4624309353,-7.57826858,-25.11432926,12.68095485,0.01176700115,2.742830035,-0.01442532858,-4.766871009,-25.70444237,-5.646306285,-0.1111584872,45.7324648,-0.01497470073,-9.060680622,-16.29073999,18.34207958,-0.01265936022,3.373805867,-0.01595071793,-8.897177071,-23.41697351,-5.264895237,-0.1533466054,45.81442663,-0.01650009008
peak,2,97,0.7264612515,137,0.4462024605,-0.5863513682,-25.59846548,11.84658718,-0.008187920827,2.626624794,-0.01574806886,2.070657753,-23.91498965,-5.494938502,-0.06283374436,45.71385506,-0.01629744101,5.904167398,-15.50527084,17.72568599,-0.04820542868,3.314059036,-0.02079465882,14.95501718,-18.13673828,-3.634578493,0.1335381229,45.78978175,-0.02134403097
q3,2,114,0.5614063422,160,0.4166526964,6.171685742,-24.87403736,13.0360446,-0.02605232353,2.804392379,-0.01414537206,7.958956434,-26.85925513,-5.819731625,-0.001175991043,45.75719955,-0.01469474421,9.10154688,-19.52120803,17.29050603,-0.03479718634,3.336552356,-0.01565257669,13.00144544,-27.82784686,-5.123808851,0.06080699355,45.82499618,-0.01620194884
Tail,2,143,0.324184416,184,0.324184416,11.91184656,-21.85837611,18.21444891,-0.001092711068,3.556794659,0.0005373440448,12.05693527,-38.8485653,-6.938681589,0.0001781104451,45.91184374,-1.202810825e-05,11.91184656,-21.85837611,18.21444891,-0.001092711068,3.556794659,0.0005373440448,12.05693527,-38.8485653,-6.938681589,0.0001781104451,45.91184374,-1.202810825e-05
