Pt,round,idx_in,D_in,idx_out,D_out,Ain1,Ain2,Ain3,Ain4,Ain5,Ain6,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Aout1,Aout2,Aout3,Aout4,Aout5,Aout6,Bout1,Bout2,Bout3,Bout4,Bout5,Bout6
Head,1,44,0.3201192081,44,0.3201192081,-11.96846767,-9.999983613,3.999994552,-1.217937375e-06,5.999982615,3.558829814e-08,-11.96843676,-38.99998718,11.99998727,2.210882962e-06,26.99997599,-3.40131923e-09,-11.96846767,-9.999983613,3.999994552,-1.217937375e-06,5.999982615,3.558829814e-08,-11.96843676,-38.99998718,11.99998727,2.210882962e-06,26.99997599,-3.40131923e-09
q1,1,52,0.6632656654,67,0.245532824,-6.280734934,-9.999985834,3.99999529,-1.052877685e-06,5.999984971,3.076523122e-08,-6.280708216,-38.99998892,11.99998899,1.911255359e-06,26.99997925,-2.940358995e-09,-11.76263673,0.05603925714,7.249311379,0.01480983528,6.116291911,-0.008798415152,-8.795288807,-37.2921488,11.4921856,0.006825554124,26.97745213,-0.008798448612
peak,1,61,0.9670409278,103,0.3083852577,0.3718761978,-9.999988431,3.999996154,-8.598169372e-07,5.999987727,2.512396954e-08,0.3718980166,-38.99999095,11.99999101,1.560798327e-06,26.99998305,-2.40120054e-09,1.445605579,5.739954035,9.843412571,-0.02123511827,6.261744116,-0.01115751449,1.014631643,-37.26800346,10.68253772,-0.0207574399,26.94379148,-0.01115754239
q3,1,69,0.6632669104,134,0.2224182683,6.280702205,-9.999990739,3.999996921,-6.883410545e-07,5.999990175,2.011342059e-08,6.280719672,-38.99999276,11.9999928,1.249523613e-06,26.99998643,-1.922321881e-09,12.35733864,-0.2081229911,7.053652598,-0.03937155346,6.105601071,-0.00879842512,9.313828379,-37.25092355,11.53806824,-0.03088998616,26.97935297,-0.008798447659
Tail,1,76,0.2874280248,156,0.2874280248,11.27667176,-9.999992689,3.999997569,-5.433565367e-07,5.999992244,1.587695297e-08,11.27668555,-38.99999428,11.99999432,9.863378316e-07,26.99998929,-1.517425341e-09,11.27667176,-9.999992689,3.999997569,-5.433565367e-07,5.999992244,1.587695297e-08,11.27668555,-38.99999428,11.99999432,9.863378316e-07,26.99998929,-1.517425341e-09
