Pt,round,idx_in,D_in,idx_out,D_out,Ain1,Ain2,Ain3,Ain4,Ain5,Ain6,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Aout1,Aout2,Aout3,Aout4,Aout5,Aout6,Bout1,Bout2,Bout3,Bout4,Bout5,Bout6
Head,1,43,0.2725484416,43,0.2725484416,-12.51593921,-15.02707061,9.745277814,-1.741218739e-06,5.399665631,1.593207235e-05,-12.66372837,-23.43609802,-6.999663288,-5.4852897e-05,29.69089509,-0.0005334400754,-12.51593921,-15.02707061,9.745277814,-1.741218739e-06,5.399665631,1.593207235e-05,-12.66372837,-23.43609802,-6.999663288,-5.4852897e-05,29.69089509,-0.0005334400754
q1,1,53,0.6557402193,63,0.3511268643,-5.489655095,-15.02707507,9.745279796,-1.741218739e-06,5.399661566,2.243558107e-05,-5.556763206,-23.43610127,-6.999663288,-5.08383826e-05,29.69089509,-0.0005269365667,-9.149838848,-14.00002558,5.899774977,0.01378564979,5.377525141,-0.01151318909,-6.463483719,-18.4820071,-4.925350088,-0.01312904387,29.48653564,-0.01206256124
peak,1,61,0.9272381725,102,0.3554901885,0.3677480029,-15.0270788,9.745281448,-1.741218739e-06,5.399658177,2.785717681e-05,0.3678989709,-23.43610398,-6.999663288,-4.749171619e-05,29.69089509,-0.000521514971,7.449243963,-14.80804947,4.333026686,-0.02548082857,5.56271081,-0.01500299766,2.997800128,-15.6814515,-3.397687132,0.06331188695,29.34990432,-0.01555236982
q3,1,68,0.6559414704,117,0.3493927426,5.489458216,-15.02708205,9.745282893,-1.741218739e-06,5.399655215,3.25978173e-05,5.548420488,-23.43610635,-6.999663288,-4.456539282e-05,29.69089509,-0.0005167743305,9.526265962,-15.06025407,7.245134447,-0.01625649054,5.466589112,-0.01150206269,7.434485266,-19.92933146,-5.373178137,0.02775009754,29.53132759,-0.01205143484
Tail,1,77,0.2645934582,131,0.2645934582,11.8381384,-15.02708609,9.745284684,-1.741218739e-06,5.399651542,3.847413772e-05,11.97000096,-23.43610929,-6.999663288,-4.093803196e-05,29.69089509,-0.0005108980102,11.8381384,-15.02708609,9.745284684,-1.741218739e-06,5.399651542,3.847413772e-05,11.97000096,-23.43610929,-6.999663288,-4.093803196e-05,29.69089509,-0.0005108980102
Head,2,59,0.3382663238,59,0.3382663238,-9.863524704,-14.22608768,6.90026891,0.01171974579,5.375713615,-0.008721650608,-7.599251252,-19.80290109,-5.491921892,-0.01284169936,29.54163005,-0.009271022758,-9.863524704,-14.22608768,6.90026891,0.01171974579,5.375713615,-0.008721650608,-7.599251252,-19.80290109,-5.491921892,-0.01284169936,29.54163005,-0.009271022758
q1,2,71,0.404972893,73,0.3499559524,-6.530879512,-13.80378619,4.329752831,0.01117152534,5.40926356,-0.01513374937,-4.364789527,-16.28749511,-3.933689546,-0.001677664658,29.39269538,-0.01568312152,-7.724473574,-12.59331993,3.099561003,0.006948864987,5.149550938,-0.0231354775,-4.75212584,-16.26387018,-4.108649198,-0.01280850092,29.40760344,-0.02368484965
peak,2,83,0.4661031156,87,0.3583648751,-0.7799936433,-14.02916802,3.244404214,-0.003928075563,5.493854268,-0.01640912536,-1.573207195,-14.51043062,-3.026509289,0.03223579302,29.31141161,-0.01695849752,-4.008255058,-11.15896245,-0.3999711442,0.0009959302327,4.917663012,-0.02844982283,-1.689731935,-13.33499601,-2.935571184,0.002566416423,29.30614184,-0.02899919498
q3,2,94,0.4118339227,107,0.3518824309,4.586530035,-14.4922493,3.482483567,-0.01938253782,5.557173078,-0.01551008428,0.9602195104,-14.56949355,-2.937564877,0.05921896353,29.30684712,-0.01605945643,5.022013547,-12.3488074,1.30666675,-0.03231739774,5.190514111,-0.0258763774,1.89239822,-13.84634926,-2.936892191,0.03595879345,29.30370512,-0.02642574956
Tail,2,108,0.3460965492,122,0.3460965492,8.637559856,-14.9629588,5.301624955,-0.02490730426,5.534802236,-0.01491281991,4.68600708,-17.08806808,-4.042403043,0.05369231682,29.40807661,-0.01546219206,8.637559856,-14.9629588,5.301624955,-0.02490730426,5.534802236,-0.01491281991,4.68600708,-17.08806808,-4.042403043,0.05369231682,29.40807661,-0.01546219206
