Pt,round,idx_in,D_in,idx_out,D_out,Ain1,Ain2,Ain3,Ain4,Ain5,Ain6,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Aout1,Aout2,Aout3,Aout4,Aout5,Aout6,Bout1,Bout2,Bout3,Bout4,Bout5,Bout6
Head,1,43,0.2781526213,43,0.2781526213,-12.33684663,-15.47282155,10.23646116,-1.741218739e-06,4.909195528,5.087865181e-08,-12.65464059,-22.67320026,-6.563910078,3.160778972e-06,30.10960797,-4.862680875e-09,-12.33684663,-15.47282155,10.23646116,-1.741218739e-06,4.909195528,5.087865181e-08,-12.65464059,-22.67320026,-6.563910078,3.160778972e-06,30.10960797,-4.862680875e-09
q1,1,52,0.6096593486,62,0.3505555224,-5.967906837,-15.47280825,10.23644698,-1.741218739e-06,4.909179483,5.087865181e-08,-6.281683935,-22.67312992,-6.563869245,3.160778972e-06,30.10953099,-4.862680875e-09,-9.030317588,-13.79754394,6.64908086,0.009666390406,4.870370976,-0.01153490353,-6.78537394,-17.83840219,-4.588034844,-0.01476690192,29.9136955,-0.01153495927
peak,1,60,0.9018478653,101,0.3529898474,-0.06265069198,-15.47279592,10.23643384,-1.741218739e-06,4.909164605,5.087865181e-08,-0.37270337,-22.67306471,-6.563831385,3.160778972e-06,30.10945961,-4.862680875e-09,7.524659683,-14.94703725,4.716153187,-0.03009147607,4.991111203,-0.01503034426,2.302908025,-15.07726861,-3.093971016,0.05663702199,29.78082037,-0.0150304
q3,1,68,0.6318503182,116,0.3496316064,5.855603082,-15.47278356,10.23642066,-1.741218739e-06,4.909149695,5.087865181e-08,5.549283022,-22.67299935,-6.563793441,3.160778972e-06,30.10938807,-4.862680875e-09,9.545744219,-15.40983165,7.653495003,-0.01821007507,4.939692226,-0.01153490353,6.854861067,-19.21038267,-4.979482207,0.02562277144,29.95378038,-0.01153495927
Tail,1,76,0.2670593592,130,0.2670593592,11.57889242,-15.47277161,10.23640792,-1.741218739e-06,4.909135276,5.087865181e-08,11.27618201,-22.67293614,-6.563756748,3.160778972e-06,30.10931889,-4.862680875e-09,11.57889242,-15.47277161,10.23640792,-1.741218739e-06,4.909135276,5.087865181e-08,11.27618201,-22.67293614,-6.563756748,3.160778972e-06,30.10931889,-4.862680875e-09
Head,2,58,0.3392094277,58,0.3392094277,-9.752517458,-14.19600786,7.648636781,0.008465426721,4.875754037,-0.008577863027,-7.901972557,-19.19441318,-5.15558746,-0.01357272362,29.9692044,-0.008577918768,-9.752517458,-14.19600786,7.648636781,0.008465426721,4.875754037,-0.008577863027,-7.901972557,-19.19441318,-5.15558746,-0.01357272362,29.9692044,-0.008577918768
q1,2,71,0.4092449637,72,0.3500259058,-6.013022161,-13.42727638,4.918574558,0.004760741434,4.88620202,-0.0155137883,-4.569744551,-15.45055181,-3.526856174,-0.003272653413,29.81325868,-0.01551384404,-7.705136142,-12.50095046,3.72761216,0.002071450849,4.597278814,-0.02313287089,-5.113057608,-15.82817019,-3.841839926,-0.01507333622,29.84396094,-0.02313292663
peak,2,82,0.4640480527,86,0.3510086055,-0.7034755147,-13.73803928,3.863554136,-0.009967650581,4.93604018,-0.01649696139,-2.170691182,-13.93773059,-2.75567836,0.02570978395,29.74479999,-0.01649701713,-4.436062572,-10.94537864,-0.0001966457676,-0.003175192152,4.293537231,-0.02847360354,-2.237583067,-12.9719038,-2.759433238,-0.003354294093,29.75010815,-0.02847365928
q3,2,94,0.4038575039,107,0.351358863,5.079317437,-14.51600794,4.014060826,-0.02588924751,4.984952939,-0.01543846814,0.5079146714,-14.09480868,-2.696417043,0.05308803693,29.74363471,-0.01543852387,5.142598205,-12.43909814,1.545595614,-0.03797211678,4.546953081,-0.02590732882,1.232362216,-13.56636314,-2.784357343,0.02765800176,29.75174502,-0.02590738456
Tail,2,107,0.3420843343,122,0.3420843343,8.72792285,-15.20376389,5.663257087,-0.0286466322,4.976694373,-0.01498171232,4.03960921,-16.42886511,-3.699380064,0.04874670087,29.83531089,-0.01498176806,8.72792285,-15.20376389,5.663257087,-0.0286466322,4.976694373,-0.01498171232,4.03960921,-16.42886511,-3.699380064,0.04874670087,29.83531089,-0.01498176806
