Pt,round,idx_in,D_in,idx_out,D_out,Ain1,Ain2,Ain3,Ain4,Ain5,Ain6,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Aout1,Aout2,Aout3,Aout4,Aout5,Aout6,Bout1,Bout2,Bout3,Bout4,Bout5,Bout6
Head,1,0,0.4001857191,0,0.4001857191,0,0,0,0,-90.00021046,0,-0.0002185193321,-30.10295666,-37.17151736,-1.910542273e-09,-22.72573644,-0.0002185176309,0,0,0,0,-90.00021046,0,-0.0002185193321,-30.10295666,-37.17151736,-1.910542273e-09,-22.72573644,-0.0002185176309
q1,1,56,0.6612306687,53,0.3994340285,0,0,0,0,-69.48570157,0,-0.0001687103732,-23.24133524,-28.69869914,-1.47505622e-09,-17.5456672,-0.0001687090598,-3.057183089,4.222333156,1.174405503,-0.267968633,-67.85504509,-0.01153495441,-1.540201234,-22.15870132,-28.97632978,-0.03209213302,-17.09173424,-0.0116988671
peak,1,92,0.9276988453,107,0.401704684,0,0,0,0,-43.88142053,0,-0.0001065435142,-14.67730457,-18.12372412,-9.315234765e-10,-11.08039184,-0.0001065426848,-6.106301088,6.122599439,1.447671008,-0.4929644906,-44.93369105,-0.01503039515,-3.127407985,-13.84635676,-19.77111697,-0.06973033586,-11.39500809,-0.01513826402
q3,1,131,0.6624444384,165,0.4021213339,0,0,0,0,-16.80937381,0,-4.081293943e-05,-5.622340756,-6.942538549,-3.568327128e-10,-4.244494509,-4.081262171e-05,-4.891013679,0.1292640203,-2.51035457,-0.3113992297,-22.14895756,-0.0115349544,-2.428387,-4.746303262,-7.964026465,-0.04643851422,-5.333296518,-0.01158717729
Tail,1,181,0.3985793232,216,0.3985793232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head,2,101,0.3647823294,101,0.3647823294,-5.894917628,6.400557818,1.723191614,-0.4845707448,-47.00709149,-0.01501195164,-3.021888797,-14.71498957,-20.78596814,-0.06769181272,-11.93140872,-0.01512491397,-5.894917628,6.400557818,1.723191614,-0.4845707448,-47.00709149,-0.01501195164,-3.021888797,-14.71498957,-20.78596814,-0.06769181272,-11.93140872,-0.01512491397
q1,2,117,0.4765836577,118,0.4032509512,-6.371856064,5.329502298,0.7485056918,-0.4957759826,-41.58884027,-0.01511150045,-3.251656516,-12.33846111,-17.98533844,-0.07127859126,-10.50274943,-0.01521111093,-7.677844138,5.632391041,0.5605931312,-0.5949132295,-40.71011625,-0.02585771972,-3.923325423,-11.68674726,-17.56477185,-0.09247670126,-10.27005951,-0.02595499093
peak,2,134,0.5531375482,136,0.4085030371,-6.47409032,3.384832854,-0.7854733496,-0.4682160807,-35.75476192,-0.01501226448,-3.272707319,-9.644695562,-14.67819865,-0.06858664862,-8.907190027,-0.01509745757,-8.473695845,3.715076016,-1.101451976,-0.6134871419,-34.09013116,-0.0284273569,-4.297793271,-8.558117131,-13.87234231,-0.09789322907,-8.471683262,-0.02850823519
q3,2,152,0.4777762892,155,0.4030286943,-5.893643244,1.237750013,-2.163680451,-0.3940820168,-28.5573309,-0.01375142688,-2.946531489,-6.756897262,-10.86852869,-0.05843554985,-6.975326483,-0.01381904396,-6.90938348,1.41745169,-2.263496494,-0.4683593269,-26.77834418,-0.02352151708,-3.468505152,-5.947828652,-10.10372707,-0.07619184983,-6.528422362,-0.02358470803
Tail,2,171,0.3839763224,175,0.3839763224,-4.242426187,-0.158444289,-2.393328469,-0.2653930972,-18.76570013,-0.01004670767,-2.101228056,-3.864047266,-6.5983374,-0.03965519145,-4.49398283,-0.01009088342,-4.242426187,-0.158444289,-2.393328469,-0.2653930972,-18.76570013,-0.01004670767,-2.101228056,-3.864047266,-6.5983374,-0.03965519145,-4.49398283,-0.01009088342
