round,total_inner,outer_iter,conv_iter,diverge_iter,c_final,maxD_final,time_ms,L,f,f_a,f_b,final_G_norm,final_d_norm
1,154,50,-1,-1,100,0.3780272109,222.53436,999.2054988,986.5277066,820.7479236,1152.30749,0.09878889965,0.03144184581
2,83,50,-1,-1,100,0.3697888938,106.905795,382.5799178,378.9609938,369.7888664,388.1331212,0.03089335563,0.01809014245
