round,total_inner,outer_iter,conv_iter,diverge_iter,c_final,maxD_final,time_ms,L,f,f_a,f_b,final_G_norm,final_d_norm
1,79,8,8,-1,20480,0.4031598413,18.579714,11394.95084,11394.73962,17318.05653,5471.422709,0.09122995462,0.1167002739
2,120,7,7,-1,20480,0.4047493738,26.601537,1109.781038,1108.456366,1673.034275,543.8784576,0.09856067523,0.2553668422
